dt,is_long,R,R_cost,year,maturity
2025-05-22 01:05:00-07:00,True,-1.0,-1.01551912568306,2025,4.07983063111702
2025-05-25 18:15:00-07:00,True,1.5,1.48013986013986,2025,3.5307353022577876
2025-05-26 04:35:00-07:00,True,0.5,0.4778125,2025,4.286704496329832
2025-05-26 05:35:00-07:00,True,-1.0,-1.0223622047244094,2025,4.286704496329832
2025-05-27 18:10:00-07:00,True,-1.0,-1.0255855855855855,2025,4.31968279096812
2025-05-30 04:05:00-07:00,True,-1.0,-1.0164161849710982,2025,3.9374969942835745
2025-06-02 08:15:00-07:00,True,1.5,1.4956969696969697,2025,3.4429333963326108
2025-06-03 12:30:00-07:00,True,0.5,0.4910410094637224,2025,3.80002798935566
2025-06-06 02:15:00-07:00,True,1.5,1.4774603174603174,2025,3.793184458796003
2025-06-06 11:55:00-07:00,True,-1.0,-1.0056573705179284,2025,3.793184458796003
2025-06-12 10:35:00-07:00,True,-1.0,-1.0142713567839197,2025,3.8063965964822963
2025-06-12 12:20:00-07:00,True,-1.0,-1.0143434343434343,2025,3.8063965964822963
2025-06-13 05:20:00-07:00,True,-1.0,-1.0168047337278106,2025,2.778828071273129
2025-06-15 19:10:00-07:00,True,1.5,1.4770967741935483,2025,2.7578935794354362
2025-06-17 09:35:00-07:00,True,-1.0,-1.0154347826086956,2025,3.5967390342712156
2025-06-20 04:35:00-07:00,True,1.5,1.48225,2025,2.6219429965980763
2025-06-25 19:55:00-07:00,True,1.5,1.4635897435897436,2025,3.4347676173206176
2025-06-26 04:55:00-07:00,True,-1.0,-1.0359493670886075,2025,3.756127589562736
2025-07-02 18:25:00-07:00,True,-1.0,-1.0326436781609196,2025,4.049790617235032
2025-07-02 20:05:00-07:00,True,1.5,1.470721649484536,2025,4.049790617235032
2025-07-09 05:10:00-07:00,True,1.5,1.4713131313131314,2025,3.9742585886412676
2025-07-11 11:35:00-07:00,True,-1.0,-1.013921568627451,2025,3.967090736581525
2025-07-14 05:15:00-07:00,True,1.5,1.476910569105691,2025,3.469231844870169
2025-07-23 01:45:00-07:00,True,-1.0,-1.0258181818181817,2025,3.989943326872152
2025-07-24 17:50:00-07:00,True,0.5,0.47215686274509805,2025,4.148128492687746
2025-08-04 16:10:00-07:00,True,-1.0,-1.0355,2025,1.0277599742752115
2025-08-05 05:15:00-07:00,True,-1.0,-1.017530864197531,2025,2.2936861325306284
2025-08-06 15:20:00-07:00,True,1.5,1.4806802721088435,2025,1.4665768346616108
2025-08-07 07:00:00-07:00,True,-1.0,-1.0088473520249222,2025,2.265907952769748
2025-08-08 12:20:00-07:00,True,-1.0,-1.0236666666666667,2025,2.3484121550615713
2025-08-12 12:55:00-07:00,True,1.5,1.48225,2025,2.5495012784876216
2025-08-20 15:25:00-07:00,True,-1.0,-1.0258181818181817,2025,0.5417485769353517
2025-08-21 01:05:00-07:00,True,-1.0,-1.0213533834586466,2025,0.3187675023931137
2025-09-04 01:10:00-07:00,True,-1.0,-1.0139901477832511,2025,0.11002330829148102
2025-09-04 10:05:00-07:00,True,1.5,1.487598253275109,2025,0.11002330829148102
2025-09-05 01:15:00-07:00,True,0.5,0.47215686274509805,2025,1.2393927970575755
2025-09-11 11:00:00-07:00,True,-1.0,-1.0174233128834356,2025,1.529778687510267
2025-09-12 10:15:00-07:00,True,0.5,0.4798581560283688,2025,1.8978007562248898
2025-09-15 05:45:00-07:00,True,1.5,1.4724271844660195,2025,3.2208154208066966
2025-09-15 16:20:00-07:00,True,1.5,1.4605555555555556,2025,3.2208154208066966
2025-09-16 03:55:00-07:00,True,-1.0,-1.0458064516129033,2025,3.875159378690194
2025-09-18 05:20:00-07:00,True,-1.0,-1.0273076923076923,2025,3.7462645746647825
2025-09-19 06:45:00-07:00,True,0.5,0.4797142857142857,2025,3.875421666447245
2025-09-22 16:05:00-07:00,True,0.5,0.4510344827586207,2025,4.493369396979072
2025-09-22 23:50:00-07:00,True,-1.0,-1.041159420289855,2025,4.493369396979072
