timestamp_utc,open,high,low,close,volume
2019-12-12T18:33:00+00:00,11762.5,11763.75,11762.5,11762.75,0
2019-12-12T18:34:00+00:00,11761.0,11762.5,11761.0,11762.5,0
2019-12-12T18:35:00+00:00,11761.75,11761.75,11761.75,11761.75,0
2019-12-12T18:36:00+00:00,11763.0,11763.0,11758.5,11759.0,0
2019-12-12T18:37:00+00:00,11759.0,11759.25,11758.25,11758.25,0
2019-12-12T18:38:00+00:00,11758.5,11758.75,11756.75,11758.25,0
2019-12-12T18:39:00+00:00,11757.25,11757.25,11756.5,11756.5,0
2019-12-12T18:40:00+00:00,11756.25,11757.75,11755.75,11757.75,0
2019-12-12T18:41:00+00:00,11757.5,11759.25,11757.5,11759.25,0
2019-12-12T18:42:00+00:00,11759.0,11760.5,11758.75,11758.75,0
2019-12-12T18:43:00+00:00,11758.75,11759.25,11758.0,11759.25,0
2019-12-12T18:44:00+00:00,11759.0,11759.0,11756.5,11757.25,0
2019-12-12T18:45:00+00:00,11757.0,11757.5,11756.75,11757.5,0
2019-12-12T18:46:00+00:00,11757.5,11759.25,11756.75,11758.25,0
2019-12-12T18:47:00+00:00,11758.25,11759.0,11756.25,11756.25,0
2019-12-12T18:48:00+00:00,11756.75,11757.25,11756.25,11756.75,0
2019-12-12T18:49:00+00:00,11757.25,11757.25,11756.0,11757.25,0
2019-12-12T18:50:00+00:00,11757.5,11757.5,11756.0,11756.75,0
2019-12-12T18:51:00+00:00,11756.5,11759.75,11756.5,11759.5,0
2019-12-12T18:52:00+00:00,11760.25,11761.0,11760.25,11760.5,0
2019-12-12T18:53:00+00:00,11761.0,11761.0,11759.5,11760.25,0
2019-12-12T18:54:00+00:00,11760.5,11760.5,11759.75,11760.25,0
2019-12-12T18:55:00+00:00,11760.0,11760.5,11759.75,11760.5,0
2019-12-12T18:56:00+00:00,11760.5,11760.75,11759.5,11760.25,0
2019-12-12T18:57:00+00:00,11760.25,11760.25,11760.0,11760.0,0
2019-12-12T18:58:00+00:00,11759.75,11759.75,11757.25,11757.25,0
2019-12-12T18:59:00+00:00,11757.0,11759.5,11755.25,11759.5,0
2019-12-12T19:00:00+00:00,11759.5,11763.0,11759.5,11762.25,0
2019-12-12T19:01:00+00:00,11761.25,11763.5,11761.25,11761.5,0
2019-12-12T19:02:00+00:00,11761.75,11762.25,11758.75,11758.75,0
2019-12-12T19:03:00+00:00,11759.25,11759.25,11755.5,11756.25,0
2019-12-12T19:04:00+00:00,11756.25,11758.0,11756.25,11757.5,0
2019-12-12T19:05:00+00:00,11758.25,11758.5,11756.75,11757.5,0
2019-12-12T19:06:00+00:00,11758.0,11758.25,11757.0,11757.25,0
2019-12-12T19:07:00+00:00,11756.5,11762.0,11756.5,11761.25,0
2019-12-12T19:08:00+00:00,11760.25,11763.75,11760.25,11761.75,0
2019-12-12T19:09:00+00:00,11761.75,11761.75,11759.0,11760.25,0
2019-12-12T19:10:00+00:00,11760.25,11762.0,11759.25,11762.0,0
2019-12-12T19:11:00+00:00,11762.25,11763.75,11761.75,11763.5,0
2019-12-12T19:12:00+00:00,11763.75,11765.5,11763.75,11764.75,0
2019-12-12T19:13:00+00:00,11764.0,11765.75,11763.25,11765.75,0
2019-12-12T19:14:00+00:00,11765.25,11765.75,11764.25,11764.25,0
2019-12-12T19:15:00+00:00,11764.75,11764.75,11741.25,11749.75,0
2019-12-12T19:16:00+00:00,11749.0,11757.25,11747.0,11757.0,0
2019-12-12T19:17:00+00:00,11755.25,11756.75,11752.0,11752.0,0
2019-12-12T19:18:00+00:00,11752.75,11753.75,11748.75,11750.5,0
2019-12-12T19:19:00+00:00,11751.0,11755.0,11751.0,11754.25,0
2019-12-12T19:20:00+00:00,11753.75,11754.25,11749.25,11750.75,0
2019-12-12T19:21:00+00:00,11751.5,11751.75,11747.75,11749.0,0
2019-12-12T19:22:00+00:00,11749.5,11750.75,11748.25,11749.5,0
2019-12-12T19:23:00+00:00,11748.75,11749.25,11747.25,11748.25,0
2019-12-12T19:24:00+00:00,11748.0,11748.75,11746.0,11746.0,0
2019-12-12T19:25:00+00:00,11746.0,11747.25,11743.5,11743.5,0
2019-12-12T19:26:00+00:00,11743.0,11747.25,11741.25,11747.0,0
2019-12-12T19:27:00+00:00,11746.75,11749.25,11745.75,11747.0,0
2019-12-12T19:28:00+00:00,11747.75,11748.25,11746.25,11746.75,0
2019-12-12T19:29:00+00:00,11747.25,11747.75,11746.25,11747.25,0
2019-12-12T19:30:00+00:00,11748.75,11749.75,11742.0,11748.25,0
2019-12-12T19:31:00+00:00,11747.75,11781.75,11744.5,11778.25,0
2019-12-12T19:32:00+00:00,11780.25,11788.0,11773.5,11787.75,0
2019-12-12T19:33:00+00:00,11786.5,11788.5,11777.5,11782.5,0
2019-12-12T19:34:00+00:00,11781.0,11782.25,11773.25,11776.75,0
2019-12-12T19:35:00+00:00,11777.5,11782.0,11775.0,11779.0,0
2019-12-12T19:36:00+00:00,11779.5,11781.0,11776.25,11778.5,0
2019-12-12T19:37:00+00:00,11778.75,11779.0,11769.5,11769.75,0
2019-12-12T19:38:00+00:00,11769.25,11772.25,11760.75,11767.0,0
2019-12-12T19:39:00+00:00,11767.25,11769.5,11766.0,11768.5,0
2019-12-12T19:40:00+00:00,11767.5,11771.25,11766.5,11767.75,0
2019-12-12T19:41:00+00:00,11766.75,11772.25,11766.75,11770.25,0
2019-12-12T19:42:00+00:00,11769.25,11777.5,11769.25,11773.25,0
2019-12-12T19:43:00+00:00,11774.5,11775.25,11769.5,11772.25,0
2019-12-12T19:44:00+00:00,11772.0,11772.75,11769.5,11771.75,0
2019-12-12T19:45:00+00:00,11771.0,11771.5,11766.75,11770.0,0
2019-12-12T19:46:00+00:00,11770.0,11770.0,11766.0,11767.25,0
2019-12-12T19:47:00+00:00,11768.25,11770.5,11766.0,11769.0,0
2019-12-12T19:48:00+00:00,11767.0,11767.0,11763.0,11763.0,0
2019-12-12T19:49:00+00:00,11764.5,11764.5,11755.75,11756.0,0
2019-12-12T19:50:00+00:00,11756.0,11758.25,11754.75,11755.5,0
2019-12-12T19:51:00+00:00,11756.75,11758.25,11754.5,11754.5,0
2019-12-12T19:52:00+00:00,11755.0,11757.0,11753.5,11755.5,0
2019-12-12T19:53:00+00:00,11756.0,11756.25,11750.75,11754.75,0
2019-12-12T19:54:00+00:00,11754.5,11763.0,11754.5,11763.0,0
2019-12-12T19:55:00+00:00,11763.25,11765.75,11761.25,11765.75,0
2019-12-12T19:56:00+00:00,11766.0,11772.25,11764.25,11770.0,0
2019-12-12T19:57:00+00:00,11770.25,11770.75,11767.75,11767.75,0
2019-12-12T19:58:00+00:00,11768.5,11768.5,11766.75,11767.75,0
2019-12-12T19:59:00+00:00,11767.25,11767.25,11764.0,11764.5,0
2019-12-12T20:00:00+00:00,11765.5,11769.0,11765.0,11767.5,0
2019-12-12T20:01:00+00:00,11768.75,11772.25,11767.75,11771.5,0
2019-12-12T20:02:00+00:00,11771.0,11771.0,11766.25,11768.0,0
2019-12-12T20:03:00+00:00,11768.5,11775.5,11767.75,11774.25,0
2019-12-12T20:04:00+00:00,11774.5,11776.25,11774.0,11774.5,0
2019-12-12T20:05:00+00:00,11775.25,11775.75,11773.75,11774.75,0
2019-12-12T20:06:00+00:00,11775.0,11775.5,11773.0,11775.0,0
2019-12-12T20:07:00+00:00,11774.25,11775.5,11774.25,11775.25,0
2019-12-12T20:08:00+00:00,11775.5,11777.75,11775.25,11776.25,0
2019-12-12T20:09:00+00:00,11775.25,11775.5,11773.25,11774.75,0
2019-12-12T20:10:00+00:00,11776.25,11777.5,11773.75,11773.75,0
2019-12-12T20:11:00+00:00,11773.75,11775.0,11772.5,11772.5,0
2019-12-12T20:12:00+00:00,11772.75,11774.75,11772.0,11772.0,0
2019-12-12T20:13:00+00:00,11771.25,11771.25,11767.25,11768.5,0
