dt,is_long,mae,mfe,session,won_0.25,won_0.50,won_0.75,won_1.00,year
2026-06-14 23:25:00-07:00,True,0.8663101604278075,2.427807486631016,ASIA,True,True,True,True,2026
2026-06-15 06:15:00-07:00,True,0.13409961685823754,2.0344827586206895,LONDON,True,True,True,True,2026
2026-06-16 11:35:00-07:00,False,0.46006389776357826,2.0287539936102235,NY,True,True,True,True,2026
2026-06-16 16:40:00-07:00,False,1.0,0.33201581027667987,ASIA,True,False,False,False,2026
2026-06-22 08:50:00-07:00,False,0.35240963855421686,2.0355421686746986,NY,True,True,True,True,2026
2026-06-22 18:35:00-07:00,False,0.03171247357293869,2.0274841437632136,ASIA,True,True,True,True,2026
2026-06-24 20:20:00-07:00,True,0.25307125307125306,2.3538083538083536,ASIA,True,True,True,True,2026
2026-06-30 01:15:00-07:00,False,1.0,1.1098039215686275,LONDON,True,True,True,True,2026
2026-07-02 11:20:00-07:00,False,1.0,0.19225888324873097,NY,False,False,False,False,2026
2026-07-06 03:15:00-07:00,True,1.0,1.1226415094339623,LONDON,True,True,True,True,2026
2026-07-08 04:05:00-07:00,False,1.0,0.2535211267605634,LONDON,False,False,False,False,2026
2026-07-16 15:20:00-07:00,False,0.0576271186440678,2.016949152542373,ASIA,True,True,True,True,2026
2026-07-30 09:05:00-07:00,True,0.6131621187800963,2.001605136436597,NY,True,True,True,True,2026
2026-08-03 04:40:00-07:00,False,1.0,1.6239554317548746,LONDON,True,True,True,True,2026
